Route;From;Start;End;To;Trip;Duration;Distance;MinLay;VehGrp;ReliefPlace;ReliefTime
z098;ldnvin;9:41;10:02;ldnsta;1015;0:21;5.426;4;V12S;;
z098;ldnsta;10:01;10:20;ldnvin;1016;0:19;5.213;1;V12S;;
z098;ldnvin;10:11;10:32;ldnsta;1017;0:21;5.426;4;V12S;;
z098;ldnsta;10:31;10:50;ldnvin;1018;0:19;5.213;1;V12S;;
z098;ldnvin;10:41;11:02;ldnsta;1019;0:21;5.426;4;V12S;;
z098;ldnsta;11:01;11:20;ldnvin;1020;0:19;5.213;1;V12S;;
z098;ldnvin;11:11;11:32;ldnsta;1021;0:21;5.426;4;V12S;;
z098;ldnsta;11:31;11:50;ldnvin;1022;0:19;5.213;1;V12S;;
z098;ldnvin;11:41;12:02;ldnsta;1023;0:21;5.426;4;V12S;;
z098;ldnsta;12:01;12:20;ldnvin;1024;0:19;5.213;1;V12S;;
z098;ldnvin;12:11;12:32;ldnsta;1025;0:21;5.426;4;V12S;;
z098;ldnsta;12:31;12:50;ldnvin;1026;0:19;5.213;1;V12S;;
z098;ldnvin;12:41;13:02;ldnsta;1027;0:21;5.426;4;V12S;;
z098;ldnsta;13:01;13:20;ldnvin;1028;0:19;5.213;1;V12S;;
z098;ldnvin;13:11;13:32;ldnsta;1029;0:21;5.426;4;V12S;;
z098;ldnsta;13:31;13:50;ldnvin;1030;0:19;5.213;1;V12S;;
z098;ldnvin;13:41;14:02;ldnsta;1031;0:21;5.426;4;V12S;;
z098;ldnsta;14:01;14:20;ldnvin;1032;0:19;5.213;1;V12S;;
z098;ldnvin;14:11;14:32;ldnsta;1033;0:21;5.426;4;V12S;;
z098;ldnsta;14:31;14:50;ldnvin;1034;0:19;5.213;1;V12S;;
z098;ldnvin;14:41;15:02;ldnsta;1035;0:21;5.426;4;V12S;;
z098;ldnsta;15:01;15:20;ldnvin;1036;0:19;5.213;1;V12S;;
z098;ldnvin;15:11;15:32;ldnsta;1037;0:21;5.426;4;V12S;;
z098;ldnsta;15:31;15:50;ldnvin;1038;0:19;5.213;1;V12S;;
z098;ldnvin;15:41;16:02;ldnsta;1039;0:21;5.426;4;V12S;;
z098;ldnsta;16:01;16:20;ldnvin;1040;0:19;5.213;1;V12S;;
z098;ldnvin;16:11;16:32;ldnsta;1041;0:21;5.426;4;V12S;;
z098;ldnsta;16:31;16:50;ldnvin;1042;0:19;5.213;1;V12S;;
z098;ldnvin;16:41;17:02;ldnsta;1043;0:21;5.426;4;V12S;;
z098;ldnsta;17:01;17:20;ldnvin;1044;0:19;5.213;1;V12S;;
z098;ldnvin;17:11;17:32;ldnsta;1045;0:21;5.426;4;V12S;;
z098;ldnsta;17:31;17:50;ldnvin;1046;0:19;5.213;1;V12S;;
z098;ldnvin;17:41;18:02;ldnsta;1047;0:21;5.426;4;V12S;;
z098;ldnsta;18:01;18:20;ldnvin;1048;0:19;5.213;1;V12S;;
z098;ldnvin;18:13;18:32;ldnsta;1049;0:19;5.426;4;V12S;;
z098;ldnsta;18:31;18:50;ldnvin;1050;0:19;5.213;1;V12S;;
z098;ldnvin;18:43;19:02;ldnsta;1051;0:19;5.426;4;V12S;;
